PT,AU,TI,Z1,SO,S1,LA,DT,DE,ZK,Z5,AB,AK,Z4,RI,OI,U1,U2,PU,SN,PY,VL,IS,BP,EP,DI,EC,SC,UT,OA,HC,HP,DA,Column1
J,"Na, Kyoungsik; 정용선",Exploring Older Adults’ Experienced Barriers and Emotional Changes in Seeking Health Information,건강정보검색에서 노인이 경험하는 어려움과 감정변화,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Health information seeking; Older adults; Cognitive barrier; Physical barrier; Emotional change; Public library,건강정보검색; 노인; 인지적어려움; 신체적어려움; 감정변화; 공공도서관,,"This study aims to explore older adults’ experiences on cognitive and physical barriers and emotional changes of interactions from their health information seeking. Total of 10 older adults aged 65 or more were individually interviewed. The results show that the older adults may experience more difficulty from the perspectives on cognitive and physical barriers. The cognitive barriers are to: 1) know information resource and information search skills, 2) to choose relevant information, and 3) to know information search tools. The physical barriers for them to consider are eyes, hands, legs, and the whole body when accessing health information. In terms of emotion, the older adults express curiosity and negative emotion and at the beginning of the search and then they have more emotional expressions in the middle, and then they express positive emotion at the end of the search. The results suggest that information professionals should consider library as a connection to help them reduce these barriers and stabilize emotional changes.","본 연구는 노인이 건강정보검색에서 어떠한 어려움과 감정변화를 경험하는지를 살펴보고자 하였다. 이를 위해, 총 10명의 노인들을 대상으로 개별면담을 실시하였고, 그 결과 참여한 노인들이 경험하는 어려움에는 크게 인지적 어려움과 신체적 어려움이 있는 것으로 나타났다. 인지적인 어려움에는 첫째, 어디에서 어떻게 건강정보를 찾는지의 어려움을 나타내었고, 둘째, 정보검색도구의 이용의 어려움을 나타내었고, 셋째, 신뢰할 수 있는 정확한 정보선택의 어려움을 나타내었다. 참여한 노인들의 신체적인 어려움에 대해서는 눈, 손, 다리, 몸 전체에 어려움이 있다고 나타내고 있었다. 감정변화에 대해서는 정보검색 초기에는 ‘궁금하다’와 ‘감정이 없었다’가 중간단계에는 여러 감정상태를 보이다가 정보를 찾은 후에는 긍정적인 감정표현과 건강에 대한 경각심이나 두려움이 한편으로 생기기도 하였다. 이러한 연구결과를 도서관의 관점에서 분석하고 논의한 후, 노인들을 위한 도서관의 역할을 제언하였다.",,,,0,4,Korean Library And Information Science Society,2466-2542,2017,48,1,227,243,10.16981/kliss.48.1.201703.227,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002209988,gold,,,2021-11-13,
J,"Kim, SooKyoung",A Study on the Practice of Bibliotherapy Program for Housewives - The Focus to Analyze the Situation of Wounded Emotion of Housewives -,주부를 위한 독서치료 프로그램의 실제- 주부의 마음상함 상황 분석을 중심으로 -,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Bibliotherapy; Bibliotherapy Program; Bibliotherapy Action; Situation of Wounded Emotion; Housewives; Public Library,독서치료; 독서치료 프로그램; 독서치료 활동; 마음상함의 상황; 주부; 공공도서관,,This study is a practice of bibliotherapy program for housewives in the public library. The Writer describes on process of bibliotherapy program. She then analyzes the situation of Wounded Emotion of Housewives. She divides the situation into six points.,이 연구는 독서치료 프로그램을 공공도서관에서 주부를 대상으로 실행한 연구이다. 이 연구에서는 크게 두 가지를 밝히고 있다. 하나는 독서치료 프로그램의 과정에 관한 것이다. 다른 하나는 참여자들이 말하는 주부의 마음상함의 상황에 대한 분류와 이에 대한 분석이다. 주부들의 마음상함은 크게 여섯 가지 상황으로 나누어진다.,,,,0,0,Korean Library And Information Science Society,2466-2542,2005,36,1,269,307,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART000952033,,,,2021-11-13,
J,"Shin, Youngji; Noh, Younghee",A Study on the Program Structure and Activation Plan of the Complex Cultural Space in Public Library,공공도서관 복합문화공간의 프로그램 구성체계 및 활성화 방안 연구,Journal of the Korean Library and Information Science,한국문헌정보학회지,Korean,research-article,Complex Cultural Space; Library Complexation; Program; Library Program,복합문화공간; 도서관 복합화; 프로그램; 도서관 프로그램,,"This research is a basic study to understand the current state of the complex cultural space in the public library and the programs in operation and to explore ways to activate the programs by complex cultural space based on the understanding of the public libraries that formed the complex cultural space. Thus, a survey was conducted on librarians of public libraries that had complex cultural space within the library and found that there were a number of educational, exhibition, and performance spaces, and in the same vein, there were a lot of related programs being run in the complex cultural space. However, due to the lack of personnel in charge and budget, difficulty in developing programs, low participation in the programs, and lack of cultural facilities and materials, the substantialization of complex cultural space management seems to be lacking. Therefore, it will be required to set the goals and visions for the complex cultural space in libraries and to secure space, manpower, budget, and promotional efforts to reinvigorate the complex cultural space in the future.","본 연구는 공공도서관 내 복합문화공간의 현황 및 운영 중인 프로그램 현황을 파악하기 위한 기초연구로서, 복합문화공간을 구성한 공공도서관을 대상으로 공간유형 및 프로그램 현황을 파악하고, 이를 기반으로 향후 복합문화공간별 프로그램 활성화 방안을 모색하고자 하였다. 이에 복합문화공간을 도서관 내에 구성하고 있는 공공도서관 사서를 대상으로 설문조사를 실시하였으며 그 결과, 교육공간, 전시공간, 공연공간이 다수 있는 것으로 나타났으며, 이와 맥락을 같이하여 복합문화공간에서 운영하고 있는 프로그램 유형도 교육, 전시, 공연 유형의 프로그램이 다수 진행되고 있었다. 그러나 현재 전담인력 부족, 예산 부족, 프로그램 개발 어려움, 프로그램 참여 저조, 문화시설 및 자료 부족 등으로 복합문화공간 운영의 내실화는 아직 부족한 실정인 것으로 보인다. 이에 향후 공공도서관 내 복합문화공간 프로그램 활성화를 위해서는 해당 도서관의 복합문화공간에 대한 목표와 비전을 설정, 공간 확보, 복합문화공간을 위한 인력 및 예산 확보, 홍보 등이 이루어져야 할 것으로 보인다.",,,,3,6,한국문헌정보학회,1225-598X,2020,54,1,89,114,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002560356,,,,2021-11-13,
J,"Yoon, Hee-",Discourse of Library Trilemma in the Context of Global Megatrend,글로벌 메가트렌드와 도서관 트릴레마 담론,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Global Megatrend; Digital Transformation; 4th Industrial Revolution; COVID-19; Public Library; Trilemma,글로벌 메가트렌드; 디지털 전환; 4차 산업혁명; 코로나19; 공공도서관; 트릴레마,,"In most countries, public libraries have played a role as a hub of knowledge and information, complex culture of local communities, and a third place for meeting and communication. And recent public libraries are focusing on enhancing their core competencies and expanding services using digital technologies to meet the era of digital transformation and the 4th industrial revolution. However, after the COVID-19 pandemic occurred, all public libraries are repeatedly closed, reopened, and partially closed, and all resources are devoted to providing non-contact, digital and online alternative services, and are expected to continue in the future. As a result, future public libraries are bound to face a trilemma in which digital expandability, complex cultural space, and importance as a place of knowledge and information service are conflicting. This study discoursed on the public library trilemma in the post-COVID-19 era and suggested ways to overcome it. The orientation of the future public library is the fusion and harmony of multiplicity and multipurpose, place and space, knowledge & information and complex culture, face-to-face service and remote service. The main body of a public library is not the finger (digital and non-contact), but the moon (knowledge information center).","대다수 국가에서 공공도서관은 지역사회를 위한 지식정보 및 복합문화의 허브이자 만남과 소통을 위한 제3의 장소다. 근래의 공공도서관은 디지털 전환과 4차 산업혁명 시대에 부응하기 위해 디지털 기술을 이용한 핵심역량 제고와 서비스 확장에 주력하고 있다. 그런데 COVID-19 팬데믹이 발생한 이후 공공도서관에서 폐관, 재개관, 부분 폐관이 반복되자 비접촉, 디지털, 온라인 대체서비스를 제공하는데 모든 자원을 투입하고 있으며 향후에도 계속될 것으로 예상된다. 이에 따라 미래 공공도서관은 디지털 확장성, 복합문화공간화, 지식정보서비스 장소로서의 중요성이 상충되는 트릴레마에 직면할 수밖에 없다. 본 연구는 포스트 코로나 시대의 공공도서관 트릴레마를 담론화하고 극복 방안을 제시하였다. 미래 공공도서관의 지향성은 다중성과 다목적, 장소와 공간, 지식정보와 복합문화, 대면접촉서비스와 비대면 원격서비스를 아우르는 화이부동이다. 공공도서관의 본체는 손가락(디지털과 비접촉)이 아니라 달(지식정보센터)이다.",,,,0,0,Korean Library And Information Science Society,2466-2542,2021,52,1,1,26,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002697413,,,,2021-11-13,
J,"Yoon, Cheong-Ok","A Study on the Continuity of 'One Book, One City' Reading Campaign in the U.S.A.","미국의 ‘한 책, 한 도시’ 독서운동의 지속성에 관한 연구",Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,One book; One city reading campaign; Public libraries in the U.S.; Community movement; Continuity,‘한 책; 한 도시’ 독서운동; 미국공공도서관; 지역사회 독서운동; 지속성,,"The purpose of this study is to examine the characteristics and continuity of ‘One Book, One City’ community reading campaign in the U.S.A. An analysis of 584 ‘One Book’ projects registered in the Library of Congress, the Center for the Books shows that this innovative model of reading campaign has been diffused through three stages: the beginning(1998-2001), the growth (2002-2006), and the second take-off(2007-present). The stability of more than fifty ‘One Book’ projects was confirmed and the continuing diffusion of ‘One Book’ model through ‘The Big Read’ Initiative and some projects' attempt to try new directions seem worth observing.","이 연구의 목적은 미국의 ‘한 책, 한 도시’ 지역사회 독서운동 확산의 시기적 특성 및 지속성에 관하여 살펴보는 것이다. 2013년 6월까지 미국의회도서관 도서센터 웹사이트에 등록된 584개 ‘한 책’ 프로젝트들의 확산 현황 및 특성을 태동기 (1998년-2001년), 성장기 (2002년-2006년) 및 재도약기 (2007년-현재)의 세 시기로 나누어 살펴보았다. 또한 주요한 ‘한 책’ 프로젝트들의 웹사이트 등을 분석하여 적어도 50개(8.9%) 이상 ‘한 책’ 프로젝트들의 지속성, 특히 초기에 시작된 ‘한 책’ 프로젝트들의 안정성을 확인하였다. 지속적인 일부 ‘한 책’ 프로젝트의 새로운 변화 모색 및 ‘The Big Read’ 이니셔티브를 통한 ‘한 책’ 독서운동 모형의 확산 추이는 향후 주목할 만하다.",,,,0,0,Korean Library And Information Science Society,2466-2542,2013,44,3,5,27,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001806364,gold,,,2021-11-13,
J,"Yoon, Cheong-Ok",A Study on the Community Reading Campaigns: ‘The Big Read’ in the U.S.A.,미국의 지역사회 대중독서운동에 관한 연구 - The Big Read를 중심으로 -,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Community Reading Campaign; Literary Reading; Public Libraries; The Big Read; National Endowment for the Arts,지역사회 독서운동; 문학 독서; 공공도서관; 미국 국립예술지원기금,,"The purpose of this study is to investigate the characteristics of ‘The Big Read(TBR)' reading initiatives sponsored by the National Endowment for the Arts(NEA) in the U.S.A. TBR was originally launched to improve the seriously low level of literary reading among the American adults reported in several NEA reports, and spread to more than 500 communities. The major characteristics of TBR include the following: First, a massive investment of federal funds as well as various private and corporate donations; Second, the strong recognition of libraries as the core of reading activities in communities; Third, the adoption of the model of ‘One Book, One Community' reading promotion campaign; Fourth, the provision of high quality resources for reading activities.","이 연구의 목적은 미국의 국립예술지원기금이 지원하는 지역사회 독서운동인 The Big Read(TBR)의 특성을 살펴보는 것이다. TBR은 미국 국민의 문학 독서율의 하락에 대한 대책으로서 2006년 시범사업을 시작한 이후 2009년까지 오백여 지역사회가 참여하도록 성장하였다. TBR의 주요한 특성은 다음을 포함한다. 첫째, 연방정부 기금 및 다양한 재단, 기관, 개인 등의 기부금으로 확보한 막대한 재정의 투입, 둘째, 도서관을 독서운동을 위한 핵심 기관으로 인정, 셋째, ‘One Book, One Community’ 지역사회 독서운동 모형의 활용, 넷째, 고급의 표준적 독서 활동 자원의 제공.",,,,0,6,Korean Library And Information Science Society,2466-2542,2009,40,2,311,333,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001352137,,,,2021-11-13,
J,"Yoon, Cheong-Ok","An Analysis of the Trend and Characteristics of ‘One Book, One City’ Reading Campaign in the U.S.","미국의 ‘한 책, 한 도시’ 독서운동의 동향과 특성의 분석",Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,One Book; One City' Reading Campaign; Public Libraries in the U.S.; Community Movement; Bibliographic Records,‘한 책; 한 도시’ 독서운동; 미국공공도서관; 지역사회 운동; 서지 레코드,,"‘One Book, One City' reading campaign is one of the major reading campaigns, successfully conducted by public libraries in this century. The purpose of this study is to evaluate the significance of ‘One Book, One City' reading campaign, as an innovative, continuing, and collective reading campaign by analyzing its growth and diffusion during the past six years. Also, analyzed are the themes, genres, and publication dates of the books and the characteristics of authors selected for ‘One Book' in order to understand the cultural, social, and community-wide trend and objectives of ‘One Book, One City' reading campaigns. An analysis of lists of ‘One Book, One City' Reading Promotions Projects' available from the website of the Library of Congress, the Center for the Books, and bibliographic records of ninety books from LC OPAC, shows the preference for books recently published, significance of biographies and biographical fictions, and focus on the themes which help people better understand a multi-cultural and multi-racial society.","이 연구의 목적은 최근 미국 공공도서관의 주요한 독서운동의 한 형태인 ‘한 책, 한 도시’ 독서운동의 성장과 확산 현황을 분석함으로써 개혁적, 지속적 및 집합적 독서운동으로서의 의의를 평가해보는 것이다. 또한 ‘한 책’ 선정 작가 및 도서의 주제, 장르, 간행연도 등을 분석함으로써 특정한 지역사회가 함께 ‘한 책’을 읽음으로써 이해하고 달성하고자 하는 문화적, 사회적, 공동체적 목표를 이해하도록 시도한다. 미국국회도서관(LC) 도서 센터 웹사이트의 ‘한 책’ 프로젝트의 지역별 및 작가별 리스트를 분석하고, LC OPAC에서 조사한 ‘한 책’ 선정도서의 서지 레코드를 분석한 결과는 1990년대 이후 간행도서에 대한 선호, 전기 및 전기적 소설의 중요성, 다민족, 다문화 사회의 이해라는 주제의 집중성 등의 특성을 보여준다.",,,,0,1,한국문헌정보학회,1225-598X,2005,39,3,27,44,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART000971966,,,,2021-11-13,
J,"Kim, Sooyeon; Kang, Jeong-Ah",A Study on Exploring the Services of Libraries for Babies and Toddlers and the Possibilities of Service Expansion through Bookstart,공공도서관의 영아 대상 서비스 실태 및 북스타트를 통한 서비스 확대 가능성 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Services of Libraries for Babies and Toddlers; Bookstart; Membership Enrollment Standard,공공도서관; 영아 대상 서비스; 북스타트; 어린이도서관; 회원 등록기준,,"This study explored the services of libraries for babies and toddlers and the possibilities of service expansion through Bookstart as a cooperation system for libraries. This study presented the problems of the services of libraries for toddlers by implementing the questionnaire method and the in-depth interviews. In addition, this study showed the impact of carrying-out this program and why libraries should manage the Bookstart program. Results indicated that: (1) even though the membership enrollment standard of children's libraries is usually from babies and toddlers up to the elementary school students, that of a few libraries is still over elementary school students. This will work on restraining the services of libraries for users, especially toddlers, only 54.8% of libraries services are for the toddlers; (2) by analyzing the perception of librarians, we get to know that librarians think that the age of the first use of a library is more appropriate for kindergarten-agers than toddlers; (3) librarians think positively about the Bookstart and that libraries are more suitable for Bookstart than any other institutions; (4) after the introduction of Bookstart to libraries, many changes happened in respect of the function of libraries and the types of users. For examples, there was an expansion of users to babies and toddlers and their parents, an increase in users, focusing on early-childhood reading education and the strengthening of the role of librarians as program planners in particular. This study suggests that the introduction of Bookstart would bring changes to the concept of traditional libraries and the inflexible attitudes of librarians.","이 연구는 도서관의 영아 대상 서비스 실태를 분석하고, 특히 북스타트가 영아 대상 서비스 확대에 미치는 영향을 분석하였다. 이 연구에서는 도서관 회원 등록기준을 분석하였으며, 도서관 어린이실 사서를 대상으로 질문지 조사(76명)와 면접조사(14명)를 실시하였다. 연구결과, 첫째, 어린이 공공도서관의 회원 등록은 출생 직후부터 초등학생까지를 기준으로 제시하는 경우가 대부분이지만, 영아를 포함하지 않는 도서관이 있었다. 도서관에서 만36개월 미만 영아들을 위한 서비스를 시행하는 경우가 54.8%로 나타났다. 둘째, 사서들은 도서관 첫 이용 시기로 영아기(44.0%)보다 유아기(52.0%)를 더 적합한 것으로 인식하고 있다. 셋째, 도서관 사서들은 북스타트의 취지에 적극 동의하고 있었으며(100%), 북스타트가 시행되어야 할 가장 적합한 장소로 도서관을 꼽은 비율이 82.4%이다. 넷째, 북스타트 도입 이후 영아 서비스 확대, 지역사회 및 아기 양육자 인식 변화, 사회적 공동 육아 실현, 이용 횟수 증가, 사서의 독서지도 및 프로그램 기획 역할 강화, 영․유아 조기 독서습관 형성에 기여, 도서 대출량 증가, 가족 이용자의 증가 등 도서관의 영아 대상 서비스 내용에서 변화가 나타났다.",,,,0,4,한국문헌정보학회,1225-598X,2009,43,4,139,161,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001405830,,,,2021-11-13,
J,"Kim, Youngkee",A Study on the Status of Difficult Patrons and the Effective Response Measures of Public Libraries in Busan,부산지역 공공도서관의 문제이용자 실태와 효과적인 응대방안에 대한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,User Services; Difficult Patrons; Problem Behavior; Bad Behavior in Library; Type of Bad Behavior,이용자 응대서비스; 문제이용자; 문제행동; 도서관 불량행동; 불량행동의 유형,,"This study investigated and analyzed the status of difficult patrons, and examined the most effective response measures targeted the public libraries in Busan. A survey on 128 people who served to the public libraries in Busan carried out for analysis of problem behaviors of public library users, and brainstorming and AHP method by 9 librarians for seeking of the effective response plan. This study shows that the most effective response ways for difficult patrons is to enact detailed regulations and the appropriate notification and education to the users about the regulations. In addition, education for communication skills to library staffs should be conducted on a regular basis, like as using positive language, listening techniques, the appropriate response techniques with angry users.","본 연구는 부산지역의 공공도서관을 대상으로 문제이용자의 실태를 조사․분석하였으며, 이를 토대로 공공도서관의 문제이용자에 대한 가장 효과적인 응대방안이 무엇인지 살펴보았다. 부산지역 공공도서관 문제이용자 실태 분석은 부산지역 공공도서관에 재직 중인 사서 128명에 대한 설문조사를 통해서, 그리고 효과적인 응대방안 모색은 해운대도서관 중견사서 9명과의 브레인스토밍과 AHP 기법을 통해 진행되었다. 결론적으로 부산지역의 공공도서관의 문제이용자 응대를 위한 가장 효과적인 방안은 문제이용자 응대에 관련된 세부적인 규정의 제정과 이를 이용자에게 적절히 홍보 및 교육하는 것으로 나타났다. 아울러 도서관 직원에게는 긍정적 언어 사용, 경청 기법, 화난 이용자에 대한 적절한 답변 기법 등과 같은 의사소통 기술 교육이 정기적으로 실시되어야 할 것이다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2013,24,3,121,134,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001804180,,,,2021-11-13,
J,"Lim, Heejong; Sangbok, Lee，; Park, Sungjae",Vehicle Routing for Maximizing Interlibrary-Loan Requests under Time Constraints,상호대차 요청 도서 운송량 최대화를 위한 차량 이동 방법 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Interlibrary Loan; Interlibrary Service Delivery; Public Library; Mixed Integer Programming; Pickup and Delivery Vehicle Routing,상호대차; 상호대차 배송 차량; 공공도서관; 혼합정수계획모형; 집배송차량경로,,"There are many systematic approaches to manage Interlibrary loan (ILL) efficiently. In this paper, we propose an operating method reducing user-waiting in ILL. Users are usually informed to wait around two to three days in a regional ILL service. The reason of the waiting is that there is inefficiency in running material-delivery vehicles. A mixed integer programming is employed to resolve this issue. It provides an optimal vehicle-route maximizing material-deliveries subject to time availability. We used an actual data of a regional ILL system to provide optimal vehicle routes under different time settings.","상호대차 서비스 운영의 효율화를 위해서 시스템적 접근과 같은 다양한 방법이 모색되고 있다. 본 연구는 그 가운데 상호대차 대출 요청의 이용자 대기시간을 줄일 수 있는 운영관리 방법에 대해서 제시하였다. 지역 내 상호대차 대출의 이용자 대기 시간은 2~3일로 안내되고 있는데 이와 같은 대기가 발생하는 가장 큰 이유는 도서 배송 차량의 이동경로 및 도서 배송량 결정에 비효율성이 있기 때문이다. 이를 해결하기 위해 혼합정수계획모형이라는 수리적 모형을 통해 도서 배송량을 최대화할 수 있는 차량 경로이동 방법을 제시하였다. 그리고 실제 도서관의 상호대차 요구량 자료를 이용하여 하루 가용한 시간 별, 최적의 도서 이동 및 차량 경로 해법을 제안하였다.",,,,0,0,한국문헌정보학회,1225-598X,2017,51,2,237,253,10.4275/KSLIS.2017.51.2.237,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002227169,,,,2021-11-13,
J,"박소연; Noh, Younghee",A Study on the Perception of Professionalism of the Open Competitive Exam Subjects for Civil Service Librarian,사서공무원 공개채용 시험과목의 직무전문성에 대한 인식 분석 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Civil Service Librarian; Open Competitive Examination; Work Profession; Personnel System of Librarianship; 9th Grade Civil Servant,공공도서관; 사서직공무원; 공채; 직무전문성; 사서직제; 9급공무원,,"The purpose of this study was to investigate the appropriateness of the open competitive examination subjects to selecting the personnel with work profession targeted the public official librarian engaging the libraries directly operated by education office and city hall of Seoul. Also, this study suggested the ways for selecting excellent personnel within work profession. First, the public official librarian recognized that there was no practicality regarding the subjects of the open recruitment that recruit for the personnel with work profession. Second, 78.5% of the public official librarian responded the new subjects including science of public administration, social studies, science, and mathematics needed to be revised to a written examination. Third, the public official librarian thought the subjects such as library management theory, organization of information, and collection management was more appropriate for the improvement of the profession.","본 연구에서는 변경된 사서직 공무원 시험제도가 사서직 직무전문성을 향상시키는 방향으로 개정이 되었는지에 대한 인식을 현직 사서공무원 대상의 설문을 통해 파악하고자 한다. 또한 본 연구를 통해 사서직 공무원 채용에 사서직 직무전문성을 갖춘 인재채용을 위한 시험과목과 채용제도의 개선안을 제안하고자 하였다. 연구결과 첫째, 현직 사서공무원은 변경된 사서직 8․9급공무원 공채 시험과목이 사서직 직무전문성을 가진 사람을 채용하는데 있어 실용성이 없는 것으로 인식하고 있었다. 둘째, 응답자의 78.5%가 변경된 과목(행정학개론, 사회, 과학, 수학)보다는 사서직 전공과목을 위주로 필기시험과목을 조정해야 한다고 생각하고 있었다. 셋째, 전문성 향상을 위한 사서직 공무원 공개채용 시험과목으로 ‘도서관경영론’, ‘정보조직론’, ‘장서관리론’ 과목이 필요하다고 생각하는 것으로 조사되었다.",,,,0,4,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2014,25,2,229,260,10.14699/kbiblia.2014.25.2.229,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001885736,Bronze,,,2021-11-13,
J,"Yoon, Cheong-Ok","An Analysis of Books Selected in ‘One Book, One City’ Reading Campaigns in the U.S.A.","미국의 ‘한 책, 한 도시’ 독서운동 선정 책의 분석",Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Book; One City Reading Campaign; Public Libraries in the U.S.; Community Movement; Integration of Muticultural Society,‘한 책; 한 도시’ 독서운동; 미국공공도서관; 지역사회 운동; 다문화사회 통합,,"The purpose of this study is to understand the direction of 'One Book, One City' community reading campaign by analyzing the characteristics of selected books, including their classification numbers, subject headings, publication dates, and genres. An analysis of lists of 'One Book, One City' Reading Promotions Projects' available from the website of the Library of Congress, the Center for the Books, and bibliographic records of 210 books from LC OPAC, shows the preference for the recently published American literatures in the genre of Bildungsromane and domestic fiction which describe the life of people with multi-cultural or ethnic backgrounds. It is confirmed that 'One Book, One City' community reading campaign has been consistently oriented to achieve the understanding and integration of a community by reading and discussion of one book.","이 연구의 목적은 ‘한 책, 한 도시’ 독서운동에서 선정된 책들의 선호도, 분류기호, 주제표목, 발행연도, 장르 등 특성을 살펴봄으로써 지역사회 독서운동의 지향점을 이해하는 것이다. 2010년 6월까지 미국의회도서관(LC) 도서센터 웹사이트에 등록된 ‘한 책, 한 도시’ 독서운동의 지역별 및 작가별 리스트를 기반으로 2개 이상 프로그램에서 선정된 책 210종의 LC OPAC 서지레코드를 분석하였다. ‘한 책, 한 도시’ 독서운동에서 많이 선정된 책은 미국이라는 다문화 사회의 다양한 인종적, 민족적 배경을 가진 구성원의 삶을 그린 전기적 성격의 교양소설이나 가정소설 형식의 비교적 최근 간행된 미국문학작품으로 나타났다. 독서와 토론을 통한 지역사회의 이해와 화합 달성이라는 생각이 ‘한 책’ 독서운동의 일관적인 지향점이 되고 있음을 확인할 수 있다.",,,,0,1,Korean Library And Information Science Society,2466-2542,2012,43,4,47,68,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001728488,,,,2021-11-13,
J,"Lee, Yongjae","The Present Stage and Development Strategies for ‘One Book, One City' Campaign: A Case Study of ‘One Book One Busan' Project","‘한 책, 한 도시' 운동의 현단계와 발전전략 - ‘원북원부산운동’을 중심으로 -",Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,‘One Book; One City' Reading Campaign; Public Libraries; Small Libraries; Reading Program; Cultural Program; Reading Promotion; One Book One Busan,‘한 책; 한 도시’ 독서운동; 공공도서관; 작은도서관; 독서프로그램; 문화프로그램; 독서진흥; 원북원부산운동,,"‘One Book One City' project is regarded as one of the most successful reading promotion campaign conducted by public libraries in this age. The purpose of this research is to analyze the present stage of this campaign in Korea, and to suggest the actual plans to make this campaign successful. To look into deep context and process of this campaign in Korea, I did a case study for ‘One Book One Busan’ project. After analyzing the strength and weakness of the project, I suggested the strategies for the development of ‘One Book One City' campaigns in Korea.","‘한 책, 한 도시’ 독서운동은 금세기 공공도서관에서 시도된 대표적인 성공사례로 평가되고 있다. 이 연구의 목적은 우리나라 ‘한 책, 한 도시’ 운동의 현단계를 점검하고 이 운동이 정착될 수 있는 실천적인 방안을 모색하는 것이다. 이를 위해 연구자는 부산에서 5년째 시도되고 있는 ‘원북원부산’ 운동에 대한 사례연구를 수행하여, 이 운동의 현상과 전개과정에 대해 구체적이고 심층적으로 파악하였다. 연구의 결과, 원북원부산운동은 한국의 대도시 부산에서 지속적으로 전개되어 시민들에게 점차 인지도가 높아지고 있고 현재 공공도서관 주도로 진행되고 있어 전반적으로 긍정적 효과를 내고는 있으나, 기획Â·도서선정Â·프로그램 운영Â·홍보 등 여러 측면에서 여전히 한계를 가지고 있음이 제시되었다. 이를 바탕으로 이 논문에서는 한국 사회에 적합한 ‘한 책, 한 도시’ 운동의 발전전략을 제안하였다.",,,,2,3,Korean Library And Information Science Society,2466-2542,2008,39,3,247,265,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001279288,,,,2021-11-13,
J,"Lee,, Yong-Nam",Analysis on the Results of the Seoul Metropolitan Government's Surveys Regarding Customer Satisfaction of Public Libraries,공공도서관의 고객만족도 조사 결과에 대한 비판적 분석 -서울시 당국의 시민만족도 조사를 중심으로-,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,,,,,,,,,0,1,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2002,13,2,,17,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART000878256,,,,2021-11-13,
