author,title,publisher,keyword,abs,publish_year
"Latham, Joyce M.; Ditzler, Wyatt E.",Collective Effort: The American Union and the American Public Library,LIBRARY TRENDS,,"Unions are a significant element in the library work place, yet there is little discussion of their significance or impact. This article investigates the structures of the unions within the public library in the United States, highlighting the complexity of composition, variance of relationships to library administration, and the simplicity of mission of the union leadership. Results of a brief survey enabled researchers to engage four union officers on areas of significance to them. While concerns over salaries and funding continuity generate concern, discussion also engaged on the perceived value of the professional librarian within public libraries.",2010
"Brobst, John",Evaluating the Accessibility of Florida's Public Library Home Pages,LIBRI,,"This study evaluates the home pages of Florida's public libraries for accessibility by people with disabilities. The evaluation includes every Florida public library system website, examining each home page of the 78 libraries offering websites. The study employed the WebXact online evaluation service to identify errors using compliance standards contained in Section 508 of the Rehabilitation Act of 1973. Section 508 legislation requires libraries to attain accessibility compliance, as all Florida libraries are recipients of federal funding. The hypotheses are: libraries with larger budgets and larger per capita income are more likely to have accessible websites. Of the 78 public library systems home pages examined, only 21 were found to be without accessibility errors. These findings indicate that 73% of the home pages had at least one major accessibility error based on Section 508 criteria. Additional findings indicate that accessibility performance is related to library income levels and income per service population. Presented research includes a legislative history of accessibility, with a section focusing on library website accessibility. Related accessibility studies are reviewed for comparability purposes and substantiation of findings. The study offers recommendations for improving accessibility and identifies opportunities for additional research.",2009
"Freeburg, Darin",Leadership and innovation within a complex adaptive system: Public libraries,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,Ambiguity; complexity; emergence; innovation; library leadership,"Viewing public libraries as Complex Adaptive Systems, the current study analyzed leadership within these systems in terms of complexity and innovation. This included a leader's capacity for ambiguity and emergence, features of leadership in different contexts, and perceptions of success and innovation. From a list of current public library directors and managers, 15 participants completed a 30-minute phone interview that followed a semi-structured guide. By analyzing the intersection of complexity of approach with complexity of context, eight leadership approaches were uncovered through coding. Results suggest that most participants engaged with most of the leadership approaches at some point. In addition, most of these approaches were seen as successful and innovative-though in different ways. Findings suggest that traditional hardline distinctions between leadership and management-or innovative and non-innovative-are no longer useful. This study is an important contribution to the study of public library leadership, as it applies theories of complexity to both approach and context.",2020
"Bertot, John Carlo; McClure, Charles R.; Jaeger, Paul T.","Public libraries and the Internet 2007: Issues, implications, and expectations",LIBRARY & INFORMATION SCIENCE RESEARCH,,"This article presents an overview of the methods, findings, and the general implications of the 2007 Public Libraries and the Internet study. This annual study has chronicled public libraries' provision of Internet access to patrons and a range of related issues since the early 1990s. The 2007 study focused on the provision and maintenance of Internet access and services, infrastructure issues, community impacts of the technology, training, library technology funding, and e-government roles of public libraries. This article details these findings, exploring how the 2007 data compare to previous studies. It also considers the implications of these comparisons in terms of the levels of service that libraries are able to provide, the challenges that libraries face in providing these services, and the ways in which communities and governments rely on public libraries to guarantee public Internet access. Published by Elsevier Inc.",2008
"Antell, K",Why do college students use public libraries? A phenomenological study,REFERENCE & USER SERVICES QUARTERLY,,"This article presents the results of a study in which seventeen college students who use public libraries for their college assignments were interviewed about their reasons for using public libraries rather than academic libraries. Five factors emerged from the students' responses: personal convenience, materials, ease of use and familiarity, staff, and subjective appeal. Many of the students interviewed mentioned children, jobs, and other responsibilities, indicating that students who use public libraries might tend to be nontraditional students. Library anxiety also was identified as a possible contributing factor to students' choice of library. The implications of this study for further research in the area are discussed.",2004
"Kociubuk, Jacqueline; Campana, Kathleen",Sharing stories: An exploration of genres in storytimes,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,Early childhood; early literacy; genre; public library; storytimes,"Exposure to a variety of stories can support many early literacy skills for young children. Using video recordings from a previous study that examined early literacy in public library storytimes, this study investigated the use of genre and story variety in storytimes for young children (birth to 60 months). Findings showed that attendees were primarily exposed to stories from the storybook/narrative genre with limited use of both non-narrative and narrative informational genres in number of stories and time spent reading each genre. Story variety and the use of current titles can be improved to better support early literacy development in public library storytimes.",2020
"Perret, Robert",Wanted dead or alive? Western genre items in the 21st century United States library,LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,Collection development; Genre fiction; Western; Academic public library,"The Western genre, that is frontier adventure stories set west of the Mississippi River, has been enjoying a resurgence in popularity, yet there has been no substantive look at the collection of Western genre novels and films in libraries. The online catalogs of 100 libraries across the United States were examined, and a follow-up questionnaire was sent, to determine the scope of Western genre item holdings and the institutional attitudes towards this genre. This study found that Western genre items are still well represented in most collections. However, it also revealed weaknesses in the way genre collection development is conducted. (C) 2012 Elsevier Ltd. All rights reserved.",2012
"Oltmann, Shannon M.",For All the People: Public Library Directors Interpret Intellectual Freedom,LIBRARY QUARTERLY,,"Intellectual freedom is frequently seen as a core value of librarianship, especially by the American Library Association, which has issued extensive guidance to libraries about implementing intellectual freedom. Some scholars criticize these documents, arguing that they are unrealistic and do not offer meaningful support to libraries. While scholars question the value of ALA policies, it is unclear whether practicing librarians have similar concerns about the Library Bill of Rights (LBR) and related guidelines. This article describes a study of public libraries and their interpretation of the LBR in their daily practice. To investigate the role played by ALA documents, 15 public library directors across one state were interviewed. In general, the library directors did not directly cite or quote from ALA documents, yet their stances echoed ALA guidance. In addition, library directors frequently discussed the significance of community in their interpretations and implementations of intellectual freedom.",2016
"Matteson, Miriam L.; Gersch, Beate",Unique or ubiquitous: information literacy instruction outside academia,REFERENCE SERVICES REVIEW,Information literacy instruction; Public libraries; Critical information literacy,"Purpose The purpose of this paper is to investigate how US public libraries offer information literacy (IL) instruction to their patrons. Design/methodology/approach The study is a content analysis of eight library websites to determine passive IL instruction and active literacy instruction. Findings Library web guides offer passive IL instruction by highlighting resources patrons may wish to access to resolve information inquiries. Further, the authors found that a little less than 50 per cent of library programming offers some IL instruction, the majority of which relates to helping patrons learn to use tools to create information products. Originality/value IL is the ability to recognize the need for information, to effectively find information to meet that need and to use information for some purpose or goal. Academic, school and public libraries believe that understanding and using information critically and effectively bring gains to an individual and to society. However, they diverge in how and why they engage in IL instruction. The authors' findings suggest that less than half of the libraries surveyed are providing active IL instruction, despite the recognition of the benefits IL provides.",2019
"Budd, John M.","Public Libraries, Political Speech, and the Possibility of a Commons",PUBLIC LIBRARY QUARTERLY,Commons; democracy; discourse; politics,"Public libraries are not only political institutions, they are enmeshed in the politics of society. This paper presents some of the more thoughtful conceptions of both conservative and liberal politics, to a specific end. That end is the suggestion that public libraries can act as commons within their communities. The intricacies of acting as commons are detailed here, along with some practical suggestions for realizing the goal of becoming a commons.",2019
"Bishop, Bradley Wade","The World of Tomorrow: Geographic Coverages of the Main Street Public Library, ALA Catalogs, and HW Wilson Company's Standard Catalog for Public Libraries",LIBRARY TRENDS,,"This article details what one high school senior from each of the five Main Street public library communities (Sauk Centre, Minnesota; Osage, Iowa; Rhinelander, Wisconsin; Morris, Illinois; and Lexington, Michigan) would find in collections in 1945 related to particular geographies. The global milieu of the New York World's Fair 1939-40 frames the historical events that stimulated each of the student's topics. To determine what each public library's collection held about the world, the Dewey Decimal Classification (DDC) section of geography and travel (classification number 910) was used. Cross-referencing each library's accession records for books added prior to 1945 against books recommended for all public libraries in the geography and travel (910) sections of standard professional guides like the ALA catalogs, the H.W. Wilson Company's Standard Catalog for Public Libraries, and other ALA publications like the Guide to Reference Books shows what students using these five libraries would have found. The recommended titles from the professional guides and those accessioned in the libraries indicate a distinct bias toward books concerning North America and Western Europe.",2012
"McGowan, Suzanne; Martinez, Hannah; Marcilla, Marsha",Any Ability: creating a library service model for adults with disabilities,REFERENCE SERVICES REVIEW,Public libraries; Attitudes; Inclusivity; Culture; Empowerment; Adult education,"Purpose - This paper aims to illustrate the importance of a cultural shift to fully embrace and serve persons with cognitive, intellectual or physical disabilities into the library community. Design/methodology/approach - Through a combination of staff training, age- and ability-appropriate programming, accommodating service models, management-led expectations and partnerships, Anythink Libraries in Thornton, Colorado, implemented AnyAbility - a program designed especially for adults with disabilities - in April 2014. Findings - AnyAbility's success has led to a number of positive impacts, including increased services and collaboration, shifts in user patterns and independent visits and a more inclusive library environment in which staff have increased awareness and a stronger interaction with this population. Originality/value - The program has transformed the lives of the staff who work at Anythink Wright Farms and the community of Anythinkers who use transformations, the AnyAbility programming has been offered at multiple Anythink locations and libraries from across the country have contacted Anythink for inspiration and advice on programs and training on this topic. Most importantly, this approach has transformed the library experience for customers, specifically adults with cognitive disabilities.",2018
"Parker, Josie Barnes",BETTER TOGETHER: RESPONSIVE COMMUNITY PROGRAMMING AT THE U-M LIBRARY,JOURNAL OF LIBRARY ADMINISTRATION,outreach; programming; academic; public library partnerships; community engagement,"In the past seven years, the University of Michigan Library's programming model has evolved to be responsive and reflective of staffing areas of interest and expertise. Our team-based, iterativemodel enables us to develop responsive exhibits, workshops, experiences, and events in our community. This article explores our experiences in developing this model through the lens of some of our collaborations with the Ann Arbor District Library (AADL). Our approach to programming opportunities builds on learning by doing, building deeper, mutually beneficial relationships with other organizations, and continually making sure we are truly developing programming with our audience (our community) in mind. While public and academic libraries often develop distinct sets of services, collections, and expertise to serve their respective communities, successful collaborations can yield interesting opportunities for more effective engagement and programming. Our relationship with AADL has helped us to identify and better understand how we can connect our teaching and research missions with the interests and needs of the broader community in which we are situated.",2015
"Arndt, Theresa S.",Health literacy: a natural role for librarians,REFERENCE SERVICES REVIEW,Health education; Assessment; Academic libraries; Collaboration; Information literacy; Public libraries; Health literacy; Consumer health,"Purpose - The purpose of this paper is to introduce the articles in the special theme issue. Design/methodology/approach - This paper provides some background and context on health literacy. Findings - Health literacy is a critical constellation of skills. Librarians' abilities and expertise are well-suited to contributing to the improvement of health literacy for various populations in various settings. Librarians are actively engaging in a wide variety of health literacy initiatives in collaboration with other professionals and organizations. Practical implications - Specific examples of how librarians are contributing to health literacy are described. Social implications - Lack of health literacy is associated with poor health outcomes and increased health costs. Multiple organizations, think tanks and government agencies have called for addressing disparities in health literacy. Originality/value - This paper provides an overview and introduction to the special issue on health literacy.",2016
"Lynch, BP; Yang, WX",Evaluation of public libraries: The 2001 IFLA standards and the 2003 standards for provincial libraries in China,LIBRI,,"The International Federation of Library Associations and Institutions (IFLA), guided by the interests of UNESCO in assisting libraries to improve their services, continues to develop statements on standards for public libraries. The most recent statement was adopted in 2001. IFLA, while working tirelessly at the international level to develop standards, also recognizes the importance of national, regional and local standards. The diffusion world wide of knowledge and information about library standards development has been useful in the preparation of standards at the regional and national levels. This paper summarizes and compares the components of the current IFLA standards for public libraries, adopted in 2001, and the new standards for provincial public libraries in China, adopted in 2003. The comparison attests to the similarities in the evaluation of library services around the world. The continuing work on library standards at the international level is very important as it identifies the critical variables needed in evaluation of library services. While setting the general direction for such standards work, it also enables the important issue of values, and the consideration of those values in the evaluation of library services, to be made at the local, regional, and national levels.",2004
"Payne, Alexandria; Curtis, John",StatBase: library statistics made easy,LIBRARY HI TECH,Library management; Systems analysis; Public libraries; Data analysis; Design and development; Technology led strategy,"Purpose - The purpose of this paper is to detail a Library open source software (OSS) development project resulting in the launch of StatBase, a statistical gathering and data visualization tool, so that organizations can adopt a locally managed alternative to costly data aggregation tools. Design/methodology/approach - This case study is based on a literature review, Agile development framework, and user experience modeling. The software solution features a Joomla framework with contributed modules and open source architecture. Findings - This case study demonstrates the creation and practical implementation of a scalable OSS platform for data management and analysis. Practical implications - Provides a frame of reference and methodology for libraries, both public and academic, seeking to implement a web-based resource to gather, organize, and interpret statistical metrics via a centralized, lightweight, open source architecture. Originality/value - This case study provides a detailed scope and step-by-step technology process description by which an organization can adopt or model the StatBase solution for business metrics.",2014
"Sherman, Scott",The Battle of 42nd Street,PUBLIC LIBRARY QUARTERLY,Fiscal challenges; library administration; New York Public Library; NYPL Central Library Plan; Stephen A. Schwarzman Building; strategic planning; transparency,"This essay discusses the New York Public Library's (NYPL)'s unique importance and chronicles the history and execution of the NYPL plan to remodel the Stephen A. Schwarzman Building on 42nd Street (also known as the Central Library). The plan would have sent millions of books to a storage facility in New Jersey and resulted in the sale of several NYPL branches to finance the remodeling of the building on 42nd Street. Not surprisingly these plans were greeted with alarm and galvanized efforts of librarians, citizens, bookworms, activists, and writers to halt the Central Library Plan. The essay concludes with some thoughts about the importance of transparency in the public library milieu.",2017
"Rodger, EJ; Jorgensen, C; D'Elia, G","Partnerships and collaboration among public libraries, public broadcast media, and museums: Current context and future potential",LIBRARY QUARTERLY,,"This article reports one part of a project that examined collaborations among public institutions providing informal lifelong learning opportunities to children and adults in the United States. It presents the results of a survey of chief executive officers and staff of public libraries, museums, public television stations, and public radio stations that investigated the extent and nature of collaborations between and among these institutions and forces driving or preventing collaboration. There are some potentially interesting asymmetries in the responses among organizations, suggesting that enhanced awareness among these institutions of institution-specific types of resources can allow such institutions to partner and build on each other's strengths and skills.",2005
"Velasquez, Jennifer",YOUNG ADULT OUTREACH: AN EXAMINATION OF OUTREACH ATTEMPTS AT BRANCH LIBRARIES IN A LARGE URBAN PUBLIC LIBRARY SYSTEM,JOURNAL OF LIBRARY ADMINISTRATION,library outreach; defining outreach; outreach literature; outreach training; program measurement; service planning; young adults,"Although outreach is a stated or implied goal of nearly all library systems, there is no universal definition of what constitutes outreach and how to evaluate its success. A survey of institutional guidelines and scholarly work reveals a range of ideas and some discussion of the concept, but ultimately raises more questions than answers. However, one study of a single public library system provides a glimmer of insight. Focusing on outreach to organizations serving young adults (13 to 18-year-olds), the study articulates possible directions for further research on this vital issue.",2019
"Hughes, Cynthia",Rural Libraries Services for Older Adults: A Nationwide Survey,PUBLIC LIBRARY QUARTERLY,Adult services in public libraries; libraries and older people; older-adult services and programming; rural libraries; survey of boomer services,"The author examined the survey results from 721 rural libraries throughout the United States and Canada to learn more about how they are serving older adults (defined here as anyone 65 years and older). The following areas of library service in particular were studied: funding sources, collections, strategic planning, staffing, technology use, partnerships, outreach efforts, and building design and accessibility. Results of this study were compared to those found in recent studies of services provided to older adults in suburban and capital city public libraries.",2017
"Rhinesmith, Colin; Stanton, Christiana Lynne Urbano",Developing Media Literacy in Public Libraries: Learning from Community Media Centers,PUBLIC LIBRARY QUARTERLY,Community engagement; community media; digital media; media literacy; youth media,"The rise of digital media labs and spaces for content creation in public libraries has been documented in the scholarly literature. However, fewer studies have investigated the outcomes of media literacy initiatives in community media centers (CMCs) and how they might inform similar programs and services in public libraries. This article reports findings from a study that used qualitative research to investigate the current goals and activities of CMCs across the United States. The findings show that the educational, social, and community benefits of these programs could be useful for public libraries to consider in developing or augmenting their own media literacy initiatives.",2018
"Budd, JM",Information seeking in theory and practice - Rethinking public services in libraries,REFERENCE & USER SERVICES QUARTERLY,,"The philosophical and practical work of M.M. Bakhtin provides an important aid to theoretical grounding with regard to information seeking. In particular, his ideas of dialogic communication suggest a way to engage in the act of information seeking and the accompanying mediation. His work is especially important because of its phenomenological basis, which emphasizes and intentionality of communication, the connection of practice to being, and the relationship between self and other. Bakhtin's thought offers a framework for the rethinking of public services in libraries.",2001
"Oh, Sanghee; Noh, Younghee",Online health information in South Korean public libraries: Developing evaluation criteria,LIBRARY & INFORMATION SCIENCE RESEARCH,,"Public librarians in South Korea assist users in obtaining information on a variety of topics. However, health-related information and services have a lower profile than other services due to a perceived lack of librarian expertise in searching and evaluating health resources. Although public library users are actively seeking health information, it has become critical for both public librarians and users to develop skills for using and evaluating Internet health resources. Therefore, this study was conducted to identify a set of useful criteria to evaluate online health web sites for both librarians and library users. From a comprehensive literature review, 33 criteria related to health website evaluation were identified. Using this set of criteria, South Korean public librarians and users were asked to rate the importance of each criterion in surveys. A strong consensus was found between the two groups. The top 10 most highly rated criteria from both groups were identified and compared. The results led to the development of an initial set of 12 evaluation criteria for health websites. It is expected that the final set of criteria will be used by public librarians to recommend the best health websites to their users. Although the study was conducted in South Korean public libraries, the findings are applicable in providing evaluation services of health websites to libraries worldwide. (C) 2012 Published by Elsevier Inc.",2013
"Moyer, Jessica E.",Learning from leisure reading - A study of adult public library patrons,REFERENCE & USER SERVICES QUARTERLY,,"Using a combination of surveys and interviews, this research project explores the relationship between educational and recreational outcomes of leisure reading, the importance of learning to the leisure reading experience, the role of learning in leisure reading, and the educational outcomes reported by leisure readers. Interview transcripts and survey data were used to create a model Of four categories of educational outcomes from leisure reading: (1) people and relationships; (2) countries, cultures, and history; (3) life enrichment; and (4) different perspectives. The article concludes with recommendations for integrating these results into practice and suggestions for further research.",2007
"Noh, Younghee; Moran, Barbara B.",Factors Influencing the Career Paths of Public Library Directors in Korea,LIBRI-INTERNATIONAL JOURNAL OF LIBRARIES AND INFORMATION STUDIES,,"This study focuses on Chief Librarians in public libraries in Korea, analyzing the career paths used to become a Chief Librarian and the factors that contribute to becoming the head of a library. A survey of these librarians found that organizational culture was the major factor determining career movement, followed by compensation, working conditions, job security, personal aptitude, working environment, growth potential and knowledge or skills in the field. This study also investigated the perception of the Chief Librarians on what it takes to become the Chief Librarian of a public library. Their responses indicate that a sense of responsibility, leadership, active commitment, and communication skills are the most important credentials of Chief Librarians and that educational background was the least important.",2011
"Harmon, Jennifer; Copeland, Andrea",Students' perceptions of digital badges in a public library management course,EDUCATION FOR INFORMATION,Digital badges; higher education; graduate students; professional development; motivation,"For the Spring 2015 semester of the Public Library Management course, students were given digital badges along with grades for their coursework. For each topic's corresponding assignment, students received a traditional grade and those achieving at least an A-received a digital badge that represented the skill or knowledge demonstrated. By using digital badges, the students were given the opportunity to experience this growing educational trend and reflect on their role in the learning that takes place in libraries for librarians and library users. To explore the effectiveness of digital badging, students were surveyed to ascertain how they perceived the digital badges they received. The survey results indicated that students were underwhelmed by the experience in terms of their own motivation, their perception of the usefulness of badges for employment and for professional development purposes, and their future personal use of badges.",2016
"Kibbee, J",Aux armes citoyens! Confronting the extreme right in French public libraries,LIBRI,,"The intrusion of the extreme right-wing National Front party into French public libraries in the 1990s mobilized librarians to confront political interference and to defend the democratic values inherent in libraries. This paper reviews the actions of the extreme right in imposing their political ideology on library acquisitions and services, and the reactions they provoked. Their intervention called into question the mission of public libraries, political autonomy, acquisitions policies and practices, and the role of the librarian. French librarians, the nation, and ultimately the international community were alerted to the National Front's subversion of libraries to a political agenda. These incidents triggered practical and philosophical responses as librarians developed strategies to combat political interference, confronted issues of censorship and the challenge of developing pluralistic collections, and asserted the librarian's role in safeguarding democratic principles. The response of library associations in France is also discussed.",2003
"Adkins, D; Bala, E",Public library outreach as a function of staffing and metropolitan location,LIBRARY & INFORMATION SCIENCE RESEARCH,,"Library literature suggests that staffing and metropolitan status may affect a public library's provision of outreach efforts. Data from a 1999 survey of Arizona public library service outlets do not support the role of metropolitan status in outreach provision but reaffirms the role of staffing. In this dataset, Arizona public library service outlets had ongoing outreach efforts, with schools and preschools being the most popular venue for providing those services. Analyzing outlets' provision of outreach as a function of staffing revealed that there is a positive relationship between the number of librarians on staff and the odds that a library would conduct outreach. While metropolitan libraries were also associated with an increase in the odds of conducting outreach and making school visits, this was assumed to be a spurious correlation due to the lack of significance in models accounting for staff and metropolitan status. (C) 2004 Elsevier Inc. All rights reserved.",2004
"Widdersheim, Michael M.; Koizumi, Masanori",A communication system approach to the problem of public library legitimacy,LIBRARY & INFORMATION SCIENCE RESEARCH,,"Public library systems intersect with both public and private spheres of social life, but how they negotiate public legitimacy and private influence remains a mystery. To better understand this problem, this study adopts a communication system approach. Using qualitative content analysis, this study examines data from three US public library systems. This study analyzes how private actors communicate with and through public library systems by parsing the signals into components: transmitter, receiver, medium, and message. The resulting signals form two dimensions: the Public Sphere dimension, where private actors govern, legitimate, and use the library, and the Private Sphere dimension, where private actors exchange personal services and exert economic power. A view of public and private signals in interaction reveals how public legitimacy is threatened and how public library systems can mitigate these threats. This study reveals how public/private conflicts in public libraries arise and how they might be resolved. (C) 2017 Elsevier Inc. All rights reserved.",2017
"Closter, Matthew",Public Library Evaluation: A Retrospective on the Evolution of Measurement Systems,PUBLIC LIBRARY QUARTERLY,library evaluation; strategic planning; civic librarianship; library greatness,"This article aims to provide a historical and contemporary perspective on how public libraries establish indicators for measuring success, using the Free Library of Philadelphia as a focus of analysis. From the 1970s though the late 1980s, libraries focused on measuring internal statistics, such as bibliographic resources, to communicate the strength of their collection. Within the past twenty years, libraries have shifted their measurement structures toward outward performance in the communities they serve. The challenge today for libraries such as the Free Library is to establish structured formats for guiding community plans for their particular library and establishing agreed-on measures. Simultaneously, these structures need to incorporate ongoing evaluation methods.",2015
"Japzon, AC; Gong, H",A neighborhood analysis of public library use in New York City,LIBRARY QUARTERLY,,"The use of 200 public libraries in New York City was analyzed according to their neighborhood characteristics. In addition to demographic, economic, and cultural factors traditionally considered, the social and spatial interactions within a neighborhood were related to public library use. Correlation and regression analyses were implemented for all the libraries. The research found that traditional factors are not enough to explain public library use, especially in a cosmopolitan area such as New York City. Social connections and racial diversity and integration stimulate public library use. Based on these findings, suggestions were made for improving the underutilized library branches in disadvantaged neighborhoods.",2005
"Humphreys, Betsy L.",Building better connections: the National Library of Medicine and public health,JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,,"Purpose: The paper describes the expansion of the public health programs and services of the National Library of Medicine (NLM) in the 1990s and provides the context in which NLM's public health outreach programs arose and exist today. Brief Description: Although NLM has always had collections and services relevant to public health, the US public health workforce made relatively little use of the library's information services and programs in the twentieth century. In the 1990s, intensified emphases on outreach to health professionals, building national information infrastructure, and promoting health data standards provided NLM with new opportunities to reach the public health community. A seminal conference cosponsored by NLM in 1995 produced an agenda for improving public health access to and use of advanced information technology and electronic information services. NLM actively pursued this agenda by developing new services and outreach programs and promoting public health informatics initiatives. Method: Historical analysis is presented. Results/Outcome: NLM took advantage of a propitious environment to increase visibility and understanding of public health information challenges and opportunities. The library helped create partnerships that produced new information services, outreach initiatives, informatics innovations, and health data policies that benefit the public health workforce and the diverse populations it serves.",2007
"Soehner, Catherine; Godfrey, Ian; Bigler, G. Scott",Crisis Communication in Libraries: Opportunity for New Roles in Public Relations,JOURNAL OF ACADEMIC LIBRARIANSHIP,Crisis management; Natural disaster; Media relations; Academic library,"Among the many roles librarians embrace, managing outreach, marketing, and communication are increasingly important. This is especially true during a natural disaster or other crisis situation that might occur in a library. Media and public relations are often the last aspects of crisis management that libraries consider when they complete emergency preparations. When a disaster or crisis occurs, communication to the public and to media outlets is imperative to reduce rumors and misinformation. Immediate communication is also known to maintain a credible reputation for the organization that is proactive in communicating facts about the crisis (Claeys & Cauberghe, 2012). The literature provides excellent advice for communicating during a crisis. However, theory is frequently different than putting this theory into practice. A description of a case study in one university library demonstrates implementation of the theory of crisis communication to achieve results of community engagement and trust. (C) 2017 Elsevier Inc. All rights reserved.",2017
"Carlozzi, Michael",The Socioeconomic Profile of Well-Funded Public Libraries: A Regression Analysis,EVIDENCE BASED LIBRARY AND INFORMATION PRACTICE,,"Objective - This study aimed to explore the well-established link between public library funding and activity, specifically to what extent socioeconomic factors could explain the correlation. Methods - State-level data from the Massachusetts Board of Library Commissioners were analyzed for 280 public libraries using two linear regression models. These public libraries were matched with socioeconomic data for their communities. Results - Confirming prior research, a library's municipal funding correlated strongly with its direct circulation. In terms of library outputs, the municipal funding appeared to represent a library's staffing and number of annual visitations. For socioeconomic factors, the strongest predictor of a library's municipal appropriation was its number of educated residents. Other socioeconomic factors were far less important. Conclusion - Although education correlated strongly with library activity, variation within the data suggests that public libraries are idiosyncratic and that their funding is not dictated exclusively by the community's socioeconomic profile. Library administrators and advocates can examine what libraries of similar socioeconomic profiles do to receive additional municipal funding.",2018
"Jaeger, Paul T.; Bertot, John Carlo; Gorham, Ursula","Wake Up the Nation: Public Libraries, Policy Making, and Political Discourse",LIBRARY QUARTERLY,,"Public libraries are heavily affected by political and policy-making processes that shape the funding, activities, and roles of libraries in society, with the explosion of information policy decisions in the past two decades significantly increasing the responsibilities of libraries while also increasing limitations on their activities. Research in library and information science, however, has paid scant attention to these issues over time. If libraries are to be able to effectively advocate for the interests of their institutions, patrons, and communities, researchers need to more strongly engage problems of politics and policy making that impact libraries. With greater amounts of data and analysis in this area, libraries will be better situated to advocate for their needs in political and policy-making processes, as well as better able to articulate their positions to members of the public.",2013
"Adkins, Denice; Sandy, Heather Moulaison; Bonney, Edwin Nii",Creating Personas on Which to Build Services for Latinx Users: A Proof of Concept,PUBLIC LIBRARY QUARTERLY,Latinx users; personas; public libraries; user experience; user research,"The current article presents a proof of concept wherein personas were created that could support library services and collections for Latinx community members in the Midwestern United States. Personas are first described and their use in the library literature is explored. The reproducible method employed in creating the personas is then presented in detail, followed by a short discussion of the results of the persona creation. Next, a high-level discussion of the project is presented, as well as reflections on how librarians can adapt this process in efforts to design products and services to meet the needs of specific groups.",2019
"McDowell, Kate",Teaching between: Reflections on learning inter-organizational collaboration,EDUCATION FOR INFORMATION,Inter-organizational collaboration; service learning; youth services; public libraries,"How can we teach inter-organizational collaboration? Reflecting on series of experimental library and information science courses taught from 2011-2015, the Youth Services Community Engagement courses grew out of an IMLS-funded grant focused on innovative services to youth. The course required servicelearning experiences in organizations other than libraries; preparing students for effective youth advocacy through inter-organizational collaboration emerged as a learning outcome. Reflections on the iterative design of this service-learning approach working between libraries and community organizations explore how student input influenced course development, including learning outcomes. This reflection highlights the need for more research in library and information science (LIS) on connections and disconnections between public libraries and community organizations.",2019
"Oltmann, Shannon M.; Peterson, Chris; Knox, Emily J. M.",Analyzing Challenges to Library Materials: An Incomplete Picture,PUBLIC LIBRARY QUARTERLY,Censorship; challenge; FOIA; Freedom of Information Act; public libraries,"This research project used Freedom of Information requests to obtain public records from Alabama institutions about challenges to materials in public schools and public libraries. Challenges occur when a patron objects to certain content. In this analysis, we examine the records of challenges. The research questions were as follows: How many challenges occur in public schools and libraries? What is the nature of these challenges? Are there institutional or demographic factors that are correlated to the occurrence of challenges? In this exploratory study, the number of reported challenges was surprisingly low. We investigated whether reported challenges were related to certain institutional or demographic factors, but did not find any discernible relationships. The data suggest that most challenged material is retained, but that librarians may be self-censoring to reduce controversy in their collections.",2017
"Campana, Kathleen; Kociubuk, Jacqueline; Mills, J. Elizabeth",Making Space for Storytime: The Role of the Environment in the Production of Storytime,PUBLIC LIBRARY QUARTERLY,Storytimes; early childhood; early literacy; storytime spaces; public libraries,"This article reviews the findings from Project VIEWS2, a four-year IMLS-funded study that examined the early literacy impact of public library storytimes, and provides detail on a secondary analysis of storytime spaces that was done using the Project VIEWS2 dataset. The storytimes spaces were explored by looking at the spatial quality, physical literacy environment, and seating of attendees, as these characteristics have been identified as important aspects of early childhood learning environments. Findings across these three characteristics are presented as well as implications and recommendations for more effective storytime practice and space design.",2020
"Oltmann, Shannon M.",Public Librarians' Views on Collection Development and Censorship,COLLECTION MANAGEMENT,Censorship; collection development; intellectual freedom; public libraries; qualitative research,"This study was a survey of public librarians in Ohio who were responsible for collection development. The survey asked about collection development practices and intellectual freedom; the response rate was 43%. The majority of respondents had a master of library science, were female, were older than 45, and worked in a library for over ten years. Respondents were asked about pressure in collection development decisions, agreement with intellectual freedom statements, collection of hypothetical controversial items, and correspondence between personal beliefs and professional intellectual freedom statements. This survey indicates that, in general, librarians' actions reflect their belief in intellectual freedom.",2016
"Halverson, Kathleen; Plotas, Jean",Creating and capitalizing on the town/gown realtionship: An academic library and a public library form a community partnership,JOURNAL OF ACADEMIC LIBRARIANSHIP,,This article highlights the birth and current benefits of a partnership between Keene State College and Keene Public Library. It is a smaller one-on-one partnership that represents a rarer model than that of consortia and joint-use library partnerships. The authors offer additional ideas for partnering with local community groups in order to strengthen the town/gown relationship.,2006
