author,title,publisher,keyword,abs,publish_year
"Lee, Kyeong-Jin",The Influence Factors on the Numbers of Visitors and Reference Room Users of Public Libraries: Based on the National Libraries Statistical Data 2018,Journal of the Korean Library and Information Science,Library Visitor; Reference Room User; Public Library; Influence Factor; Multiple Regression,"This study attempts to identify the influence factors on the numbers of visitors and reference room users of public libraries through log-log multiple regression models, using the Korean National Libraries Statistical Data 2018. The fact found is summarized as follows; Even though books collection and seating capacities might be the most important factors in attraction of visitors and reference room users to public libraries in the past when the storage and propagation of knowledge and information was the top function of public libraries, very various and compound factors such as cultural or lifetime education programs, library operation, and user activities have an effect on inducing people to visit and use public libraries at present. This means that these days, public libraries are being transformed into some kinds of comprehensive cultural center where software elements such as cultural programs, user education, events, budget, membership, opening days, building style and age, and group activities rather than hardware elements such as books, literature material, and facilities constitute their essential parts in connection with visitor and user induction.",2020
"정은지; Noh, Younghee; Kang, Jung-A",A Study on the Change of Perception and Culture Diversity Education Program in Public Library,Journal of the Korean Biblia Society for Library and Information Science,Public Library; Cultural Diversity Education Program; Perception Changing; Multi Cultural Family,"The purpose of this study is to improve awareness of cultural diversity and respect different culture, value and lifestyle by providing children from multi cultural family and children from non multi cultural family who are from third to sixth year in elementary school with education on cultural diversity. This study developed cultural diversity education program in public library and applied it to analyze a difference in awareness of cultural diversity education program, a difference in awareness of cultural diversity education program between experimental group and comparative group, library service, use of library service and influence of expansion of service. As a results, it was found that cultural diversity education program helped children understand, accept, consider and respect cultural diversity better.",2016
"Kwak, Chul-Wan; Kwak, Seungjin; Hyun-Woo, Kang",The Study of the Distribution and Maintenance System of the KOLAS for Public Libraries,Journal of the Korean Library and Information Science Society,National Library of Korea; Public Libraries; KOLAS; Integrated Library System; ILS; KOLAS Distribution System; KOLAS Maintenance System,"The purpose of this study is to identify the problems of the distribution and maintenance of the KOLAS, and provide the developmental direction of the KOLAS. The research methods for this study are both survey and field interview. The results show that first, the National Library of Korea should continue to distribute the KOLAS to public libraries, and second, there are a lot of problems for maintenance of the KOLAS. However, some of the problems of KOLAS could be resolved, but not all of them. Thus, this study proposes the developmental plan of the KOLAS for future. The National Library of Korea should open the KOLAS to open source software for public, so that libraries and vendors may develop new ILS based upon the KOLAS.",2012
"Jung, Youngmi",A Study on Digital Literacy Education for Adults in US Public Libraries,Journal of the Korean Library and Information Science Society,Digital Literacy; Public Library; Adult Education Program; Information Literacy; Digital Divide,"In the digital society where ICT technology is highly developed, digital literacy is an essential competence for working and living. Developed countries around the world have been working hard to solve the digital divide and improve digital literacy. In this paper, we investigated and analyzed the case of US public libraries for improvement of digital literacy of adults including the older people. To do this, we analyzed the educational program type of digital literacy, education method, and the contents of the program, focusing on the best practices libraries of the program. Many of the educational programs still related to basic computer and Internet technologies, and training programs on Micro Office, e-mail, social media, and smartphone and tablet computing were also high. The most frequent and daily training method was informal point of use, and the content and level of education appeared to be very diverse. For digital literacy training, the librarians of the public library considered librarians’ digital competence and retraining to be the most important, and the library facility and the latest equipment to be suitable for the operation of the digital literacy education program.",2018
"Hong, Jae-Hyun",A Study on the Activation of RFID System and Mobile Service of Korean Public Libraries in Ubiquitous Age,Journal of the Korean Biblia Society for Library and Information Science,RFID system; mobile service; public library; ubiquitous age,"The concept of ubiquitous is being applied already in Korean public libraries, and ubiquitous technologies are becoming intensively in RFID system and mobile service. This research is a survey study to analyze RFID system and mobile service in Korean public libraries which sees ubiquitous age. The RFID system investigation executed manager group of 15 public libraries where the RFID system is constructed and the 259 person user groups which are the experience which uses the RFID system. It analyzed the construction and management, the percieved system benefits, the use satisfaction, and the technical and ethical problems of the RFID system. And mobile service investigation executed 20 public libraries which provide a mobile service. It analyzed the current condition of construction and the problems on management of the mobile service. At the analysis result, the study suggested the concrete plan to activate the RFID system and mobile service in Korean public libraries.",2005
"Oh, Dong-Geun",A Study on the Support Groups for Public Libraries: With a Special Regard to the Cases of the Los Angeles City Areas,Journal of Korean Library and Information Science Society,Volunteers; Friend groups; Friends of the Library; Library Foundation; Los Angeles Public Library; Library Foundation of Los Angeles,"This study analyzes the general status and major activities of the Friends of the Libraries, volunteers, and Library Foundations in the areas of the County of Los Angeles areas, including Los Angeles City areas, with a special regard to the participation of human resources outside from the public libraries themselves. It based on the researcher's visits to the public libraries and their branches and their friend groups in the areas including those of Los Angeles Public Library, La Crescenta Public Library, Glendale Public Library, and Library Foundation of Los Angeles; related materials given from those libraries and groups upon his visits; and other additional information from their homepages. It finalizes with some suggestions for the Korean library community related to the areas.",2008
조윤희,A Study on Current Status and Improving Method of Collections Disposal in Public Libraries,Journal of the Korean Biblia Society for Library and Information Science,Public Library; Disposal of Collections; Collection Development Policy; Collection Development; Collection Management; Weeding; Withdrawal,"Public Libraries in Seoul have been steadily increasing their numbers from 4 libraries in 2004 to 15 libraries in 2009. On the contrary, the size of recently established public libraries have been reduced compared to the previous ones. Because of their limited space, which cannot manage increasing collection, public libraries started collection disposal. This research investigated public libraries' disposal standards and present conditions of collection items. Based on this investigation, enhance way of the collection disposal was suggested.",2011
오선경,Analysis and Suggestion of Public Library Websites for Children Service in Daegy and Gyeongbuk Area,Journal of Information Management,Public Library; Analysis of Websites; Children Service; Evaluation of Websites,"Children seem to be more familiar with getting information from computer and internet than adults, and also it is true that information behavior in the internet has strong influences in the living of the children. When considering this fact, the public library which is the gateway to knowledge should provide a website for children services, allowing to do their life-long learning, read books and access information, without any restrains from time and space. The purpose of this study is to show the importance of public library website, especially for the children, and also to analyze trend of the country and present the solution to the problems. To achieve these goal, the analysis on the websites of the public libraries in Dagu and Gyengbuk area has been conducted. In detail, these were conducted about following criterions: existence of the website, structural system, search service, and contents.",2007
"Park, Seong-Woo; ChangWookwon",A Study on the Cause and Effect of Assessment Index of Intellectual Capital and Performance of the Public Library,Journal of the Korean Society for Information Management,public library; intellectual capital; human capital; structural capital; social capital,"Intellectual capital is the driving force for the competitive advantage and durability of the public library. This asset consists of the library members’ competences, the organizational structure constructed by the members, and the interrelationships among the people sharing the same interests. These are called human capital, structural capital and social capital in the respective order. The purpose of the study was to provide foundational information for the public library’s intellectual capital assessment as well as creating an experimental assessment model. It analysed the three characteristics of the capital, which generated an assessment index. In addition, it identified the relationship between the components of the intellectual capital and performance were discovered through empirical study to improve the assessment system.",2011
"Lee, Geong-Ran",A Study on the Effect of Readingmaraton Program of Public Libraryon Reading Volume & Library Use Frequency,Journal of Korean Library and Information Science Society,Readingmarathon program; Book talk; Reading activity; Frequency of library use; Public library,"The purpose of this study is to investigate the effect of Reading Promotion Program of Public Library on Reading Activity. For this purpose, this study carried out carried out literature review, readingmarathon program development and operation. It was followed by the questionnaire survey and interview about reading activity of readingmarathon program participants. The findings are as follows 1) People of high satisfaction increased reading volume and frequency of library use 2) Book talk with family members increased after participating in readingmarathon program. The readingmarathon program had a positive effect on reading activity.",2013
"Dong-Chul, Kwack",A Study on the Roles of Public Libraries for the Life-long Education,Journal of Korean Library and Information Science Society,Public Library; Life-long Education; Life-long Learning; Information Technology; Socio-cultural Environment; Leisure Activity,"Public libraries have been well adapted for the changes in lifestyle and socio-cultural environments brought by the rapid advancement of information technology, the development of mass communities, and the increase in leisure activities. Government and local communities demand public libraries to take in charge of providing lifelong education for the public. Many public libraries have worked as a center for life-long education, while carrying out various functions and services in close relation with the life of community members. Public libraries are in a very poor condition, lacking the facilities, professional workforce, budgets, and so on, which are sufficient to strengthen their role as a center for life-long education. In this study, the roles of public libraries in developing life-long education are examined as follows: First, the concepts and directions of life-long education are discussed; second, the roles of public libraries in facilitating life-long education are examined; and third, the categories of life-long education programs of public libraries are suggested.",2005
"baek, ji-won; Pyo, Soon Hee",Study on Users’ Perception of the Effectiveness of Theme Collections in Public Libraries,Journal of the Korean Library and Information Science,Theme Collection; Collection; Book Curation; User Perception; Effectiveness; Performance Measurement; Public Library,"The purpose of this study is to evaluate the effectiveness of the theme collection service in public library from the user's perspective. To this end, based on prior research, the effect elements of the theme collection were derived from the service use, librarian, and library level. A questionnaire survey was conducted on 294 users of A public library. The collection satisfaction of users who know the theme collection was higher than those who did not, and showed high recognition for the satisfaction with the use of new and unexpected books. In addition, it was found that the positive recognition tended to be high among users who have been using the library for a long time and frequently use the library service. Based on the users’ perception and evaluation of the theme collection, the direction of development of the theme collection service was suggested in terms of collection development, collection use and information service, user-centered classification, and awareness improvement of libraries and librarians.",2020
"Woo, Park Seong",Public Libraries as a Social Anchor in Urban Regeneration Paradigm - A Case Study of Constructing Public Libraries through Renovating Under-used Spaces -,Journal of Korean Library and Information Science Society,Social Anchor; Social Capital; Collective Identity; Urban Regeneration; Under-used Spaces; Renovation; Life SOC; Public Libraries,"The study aims to prove the raison d'etre of public libraries in urban regeneration paradigm. Life SOC Plan is one of South Korea's urban regeneration policies. Public libraries are considered important in life SOC Plan because public libraries are ""Social Anchors"". Social Anchor is space-time-bounded place that accelerates diverse people's interactions. Social Anchor makes collective identity that supports production of social capital. Public libraries are institutions producing social capital but have weak collective identity because their missions(open, sharing, equality of information) don't allow boundaries and membership. The study conducted literature reviews and case studies to confirm how collective identity of public libraries strengthens. As a result, the study confirmed that renovating under-used space based on urban regeneration paradigm makes place identity of the under-used space to collective identity of public libraries. Thus, constructing public libraries by renovating under-used space is Social Anchor formation model based on urban regeneration paradigm.",2020
"Yoon, Cheong-Ok",The Profile of Public Library Users in the United States : Focusing on the Literature before the 1990s,Journal of the Korean Society for Information Management,Public library; User studies; Demographic variables; Lifestyle variables,"The purpose of this study is to examine how the commonly known profile of public library users was described, by reviewing the literature published in the United States before the 1990s, when information environment of the public has been drastically changed. The profile of users as the socio-economically advantaged, active participants, and communication elites, has little changed since Berelson's study in the 1940s. Continuing research on users, however, are still needed to better understand their needs and behavior, facing the change since the 1990s.攀＊＊ 청주대학교 인문대학 인문학부 문헌정보학전공 전임강사(jade@cju.ac.kr) 논문접수일자 : 2004년 7월 24일 게재확정일자 : 2004년 9월 15일攀攀",2004
"Jaewoo, Nam，; Tae-yeon, Park，",A Study on Intention of Accepting for Consumer Health Information Services in Public Libraries,Journal of the Korean Library and Information Science Society,Public Library; Information Service; Consumer Health Information; Contents Analysis; Contents Composition,"This study aims to analyze contents of websites which provide health information service. The study reviewed 5 websites and selected 15 sample contents among them. Based on the case model that extracted the contents from the websites, this research analyzed the usefulness of the contents. As a result, the usefulness of all the contents are rated above the average. Among the contents, The active core contents include ‘information for librarians’, ‘information bout cancer’, ‘health related database’, and ‘multi-lingual health information’.",2014
"Chang, Yunkeum",A Study on the Concepts and Programs of ‘Makerspaces’ at Public Libraries,Journal of the Korean Library and Information Science Society,Public Libraries; Makerspaces; Infinate Imagination Space; Fab Labs; Fabulous Laboratory; Hackerspaces; Creative Zone,"This study explores the concepts and programs of ‘makerspaces’ at public libraries. It examines the extended and sustainable service outreach strategies of 14 Korean public libraries whose makerspaces were identified as “infinite imagination spaces.”Through interviews with staff members, the study identifies the needs, effects, limitations, and future direction of makerspaces. The study also evaluates the development, types, funding sources, and outcomes of makerspaces in public libraries throughrelated literature reviews and case studies.The study’s findings suggest that strategies with stable and varied funding, staffing, and training are crucial to fosteringmakerspaces that not only become communal gathering spots, but also become gateways to technological tinkering that ‘make’ spaces for community archives.",2017
"duk, ryoo jong",An Analysis on Interlibrary Loan Network of Public Libraries in Gyeonggi Province,Journal of the Korean Society for Information Management,ILL; ILL data; task-based data; inter-regional network; public libraries; network analysis,"The purpose of this study was to analyze ILL data in Gyeonggi province so that it could make a further analysis on current inter-regional network of book collection in ILL. In details, this study sought to analyze inter-regional network of ILL book collection among public libraries in Gyeonggi province to examine how a collection of books could be exchanged among those libraries, and analyze possible applications of task-based data in ILL. As a result, this study could verify that the further implementation of ILL across more detailed areas than current regions for the benefit of efficient ILL, if possible, would contribute to streamlining ILL practices.",2013
"Chi, Sun; Chang, Yunkeum",A Study on the Young Adult's Perceptions and Needs towards the Public Library Space,Journal of the Korean Biblia Society for Library and Information Science,Public Library; YA Section; YA Space; Space Composition for YAs; Perceptions; Needs,"The purpose of this research is to explore young adults (YA)’ perceptions, use, and needs of public libraries, as well as to find out how to make effective YA sections within public libraries. Two public libraries with separate YA sections were selected and a total of 126 YA users participated in the survey. The survey showed 86.5% of participants used the YA section and the main reasons for use were reading for leisure, study area use, and seeking information for school assignments. 64.8% of participants agreed that separate YA sections are needed at public libraries. The areas most in need of improvement were expansion of seats of YA section, lack of digital devices, and expansion of group study and meeting spaces. This research highlights for space composition policy as YA’s needs, creating a balanced environment for physical facilities, and YA oriented service. As well, a need for improved opening hours, and expansion of multi-use spaces for seats of the YA section.",2017
"Park, Ziyoung",Linking Bibliographic Data and Public Library Service Data Using Bibliographic Framework,Journal of the Korean Society for Information Management,public library; bibliographic data; service data; bibliographic framework (BibFrame); linked data,"This study aims to improve bibliographic data of public libraries by linking service data, which are produced out of library service programs. Service data collected from the seven award-winning public libraries were selected and analyzed. A Bibliographic Framework is used for linking bibliographic data and service data. Interfaces are also suggested for the two-way data linking. The results can be used to obtain 1) selective and value-added bibliographic data, 2) bibliographic data updated continuously throughout the lifecycle, 3) structured service data for preservation and sharing, and 4) bibliographic data linked to the additional external linked data.",2016
"Yoon, HyeJin; ChaMiKyeong",A Study on the Correlations Between Professionalism of Children’s Librarians and the Children’s Program Operation in Public Libraries,Journal of the Korean Biblia Society for Library and Information Science,Public Libraries; Children’s Librarians; Professionalism; Children’s Program,"This study examined the relationship between the professionalism of children’s librarians and the program operation in children’s services. Based on the literature review, the librarians’ expertise was divided into 6 areas, and the program operation was divided into planning and proceeding, and an e-mail questionnaire survey was conducted on 262 public librarians (response rate 58%). As a result of the survey, the children’s program planning was correlated with all areas of professionalism of children librarians, and the program progress was related to the competence of the three areas including professional development. These results can be used as a basis for strengthening the professionalism of children’s librarians and preparing ways to activate children’s programs.",2017
"Oh, Dong-Geun",Negative Word-of-Mouth of the Public Library Users in Daegu Metropolitan City,Journal of Korean Library and Information Science Society,Complaining Experience; Consumer Complaining behavior; Negative Word-of-Mouth; Public Library; User Study,"This study is to investigate extensively the negative word-of-mouth responses and intentions of the public library users. It selects and analyzes empirically some of the antecedents of the complaining behaviors including severity of dissatisfaction, attitude toward complaining, difficulty of the complaining, likelihood of success, product/service importance, external attributions, loyalty, and former experience of complaining. Final data through questionaries are obtained from 487 unsatisfied adult public library users in Taegu Metropolitan City, 443 of them analysed with SPSS 12.0 for Windows.",2004
"YEONG, KANG EUN; Chang, Durk-Hyun",A Study on a Regional Cooperative Preservation Program for Public Libraries - with a special reference to Busan Metro Area -,Journal of Korean Library and Information Science Society,Collection preservation; Repository stock; Collaborative repository; Public libraries; Regional central library,"Recent efforts to systematically transfer older materials from local library collections to preserve in a cooperative preservation facility, such as regional main library, are being made in each region. The study, in this regard, sheds light the regional preservation program, as it identifies status of preservation in local libraries and analyze the opinions of librarians in order to illustrate the planning process of regional preservation program. Based on the data about preservation status of public library in Busan metro area, the study focused on the strategies to operate a cooperative preservation program for public libraries. Specifically, 1) it investigates the preservation status of public library in Busan area and the librarians' opinion on a cooperative preservation facility in Busan library. 2) It adds a proposal composed with a materials transfer strategy and a space management program.",2017
"Kim, Jong Sung; 엄미진",A Study on the Typological Characteristics of Young Adults Programs in Public Libraries and Its Solutions for Development,Journal of the Korean Biblia Society for Library and Information Science,Public Library; Young Adult's Program; Reading Club; Reading Camp,"The purpose of this study is to seek the solutions for development of young adults programs in the public libraries in Korea. The reasons for the problems and limitations of the young adults programs are the absence of personnel in charge of young adult service, the shortage in book stock and space, the low participation due to the educational environment pursuing only entrance examination, the poor system in public relations and the cooperation with young adult related organization etc. As the result of seeking solutions for the development of young adults programs in the public libraries based on these problems, followings are required: the establishment of young adults service system, placement of personnel in charge, the development of integrated young adult programs, strengthening of education for librarians in charge, and the establishment of young adult service network.",2010
NamTaeWoo,A Study on the Public Libraries as Life-Long Education Based on the Thought of Melvil Dewey,Journal of the Korean Library and Information Science Society,Melvil Dewey; Librarianship; Popular Education; Life-long Education; Public Library,"Melvil Dewey has been evaluated as a person of library movement, a man of thought, and a pioneer. However, the life-long achievements as a teacher has not been considered in the domain of library science. The foundations of Dewey’s thought of public library can be divided into two categories: school education and home education. Based on these two types of education, Dewey established the major role of public libraries in supporting the life-long education of the public. Regardless of the great achievement of Dewey in education, few research has been conducted. The purpose of this research is to consider the role of libraries from the perspective of life-long education based on the thought of Dewey.",2014
"Yoon, Hee",A Study on the Perception of Space and Facility Use of Public Libraries in Daegu Metropolitan City,Journal of the Korean Library and Information Science Society,Public Library; Use of Space and Facilities; Analysis of Perception; User Satisfaction,"The purpose of this paper is to investigate and analyze the general perception on space and facility use of public libraries, including the individual weight and importance of libraries, frequency of use, accessibility(distance between home and library), and user satisfaction of spaces and facilities in Daegu Metropolitan City. In order to carry out this purpose, the researcher investigated the perception of 700 people live in Daegu Metropolitan City, analyzed the factors of user dissatisfaction by gender, age, and residence, and suggested some alternative improvements. Through correlation and regression analysis of library use and the relevant variables, the researcher suggested some of the major use factors.",2010
"Cho, Yongwan",Analysis of the Activities of Public Libraries for Closing the Information Divide in Korea,Journal of Korean Library and Information Science Society,Information Divide; Digital Divide; Information Poverty; Information Have-nots; Information Services; Public Library,"The aim of this study is to explore the activities of public libraries in Korea about information divide issues. To do this, the web sites of 58 public libraries in Korea were investigated. On the basis of analysis, this study concluded that the activities of public libraries did not assist information have-nots, for example, people with disabilities, older adults, immigrants, rural residents and low income brackets and were insufficient to related guidelines of library services.",2007
"Choi, Sanghee",English Reading Program of Public Libraries for Non-English Speakers,Journal of the Korean Biblia Society for Library and Information Science,English Reading Programs; Readers' Advisory Services; Public Libraries; Reading Program; Non-English Speakers,"English is an important tool of information literacy in terms of global information sharing environment. This impacts readers advisory services of public libraries in many ways. In order to identify status of English reading programs in public libraries, this paper investigated 50 public librarries' services for non-English speakers in California, which has long history serving readers advisory services to them. As a result, it is suggested that public libraries have to play a key role to help adult users to be competent in English with English reading programs. Public libraries also need to support families to build English reading environment at home to expand reading activities in libraries. In addition, reading habit in mother tongue is also important for English reading ability, so public libraries consider to build a bridge between them to provide effective English reading programs.",2012
"Cha, Mikyeong; Suejeong, Kim，",A Study on the Cooperation Model for Virtual Reference Services in Public Libraries,Journal of the Korean Library and Information Science,Collaborative Reference Services; Information Service; Virtual Reference Service; Virtual Reference Desk; Public Library Cooperation,"The purpose of this study is to develop a practical model for enhancing cooperative virtual reference services of public libraries in the nation. The research methods include an examination of model cases from Europe and the U.S. and also an electronic questionnaire survey of 375 public librarians (73% response rate). The study results suggest the need for “a collaborative virtual reference room"" which consists of the collaborative reference database, virtual reference desk, guidance and instruction designed by age groups and/or subjects.",2006
"Lee, Jin-Kyung; Lee, Jee Yeon",A Study of Collection Development by Analyzing Users' Collection-Use Behaviors in Public Libraries,Journal of the Korean Biblia Society for Library and Information Science,Collection Development; Public Library; Collection-Use Behavior; User Satisfaction; User Needs,"In public libraries, there are many difficulties in fulfilling requests by users, as typically have from diverse backgrounds and purposes for visiting the library. To overcome this problem, collection development for public libraries is required to enhance the satisfaction level of users regarding public library materials. Thus, in this study, a survey was conducted of users of 10 public libraries located in Seoul to analyze their collection-use behaviors and the study finally presents collection development for public libraries in Seoul based on data acquired.",2011
"Kim, Su-Jin; Kang, Soon-Ae",The Effects of Emotional Labor Level on the Level of Job Satisfaction and Library Information Service Provision in Public Library Librarians,Journal of the Korean Biblia Society for Library and Information Science,Public Library Librarian; Emotional Labor Level; Job Satisfaction; Library Information Service Level; Organizational Culture,"This study aims to investigate the effects of emotional labor level on the level of job satisfaction and library information service provision in public libraries. The research model used emotional labor levels as an independent variable; job satisfaction and level of library information service provision as a dependent variable; and organizational culture as a control factor. The data were collected randomly from 220 librarians of public libraries in Seoul by distributing and collecting internet surveys. Reliability analysis, correlation coefficient analysis, multiple regression analysis, and regression analysis were performed using the SPSS 18.0 program. The statistic hypothesis test results of this study can be summarized as follows. First, public library librarians did not like to express their emotions to users, trying to express their emotions more positively than what they were actually feeling. Second, although librarians experience emotional labors, they feel a sense of achievement when undertaking their tasks and develop pride and happiness in their work. As librarians perceive their work professional, they overcome emotional labors, and have pride in their work. Third, although librarians experience emotional labors, a reasonable job evaluation with goals, and their relationships with colleagues would lead to accomplishment in their work. In addition, although the evaluation of employees is focused on performance, librarians improve their service if library users are satisfied with their service and the services are provided adequately.",2018
손지현; 新藤 透,A Study on the Large Print Books Current Situation in Japanese Public Libraries - in Yamagata Prefecture -,Journal of Korean Library and Information Science Society,Large print books; Senior service; Public library; Yamagata prefecture; Japan,"This study examines the actual conditions and present state of using large print books as a part of the senior services in the japanese public library as the super-aged society. The examination shows that nearly 80% of the public libraries in Yamagata Prefecture has large print books however there are few specialized services and book-lending rate is also low. This study also shows that there is no announcement about using large print books in the public libraries. Therefore, this study will present the redevelopment plan of the reading environment about large print books for the senior.",2014
"YEONG, KANG EUN",Current Situation and Future Tasks for Collection Development in Public Libraries: With a Special Reference to Policy Issues,Journal of the Korean Library and Information Science Society,Book Purchases; Material Budget; Collection Development; Public Library; Book Purchases Policy,"It is often said that collections of public library are too poor to meet user demands in terms of quantity as well as quality. It is also criticized that this situation is related to the lack of material budget and non-systematic purchasing process. Situated in such context, this study attempted to investigate current policies and regulations that control the material budget allocation and purchasing process in public libraries, because book purchasing process in public libraries is especially influenced by policies and regulations both in national and regional levels. Policies and regulations affecting material budget allocation and purchasing process were analyzed into 4 elements, namely about (1) financial foundation supporting collection development and material budget allocation, (2) the formation of material budget and discount rates, (3) prescribing characteristics of monographs public libraries purchase, and (4) acquisition process.",2014
"Yoon, Cheong-Ok",A Study on the Enriched Contents of OPACs of Public Libraries in Korea,Journal of Korean Library and Information Science Society,Public library; OPAC; Enriched contents; Controversial book; Jeon Du-hwan Hoegorok; Banil Jongjokjuui,"The purpose of this study is to analyze the present state of the enriched contents of OPACs of public libraries in Korea. Examined are the OPACs of 125 public libraries which hold Jeon Du-hwan Hoegorok, and 260 public libraries which hold Banil Jongjokjuui retrieved from KOLIS-NET of the National Library of Korea from Sept. through Oct. 2019. The enriched contents of these controversial books are mostly provided by Naver, Daum, and Aladin Internet Bookstore, and their so-called summaries, reviews, etc. are actually only excerpts supplied by publishers. They are given only as a link to external sources or the whole or partial display in a bibliographic record. Since these enriched contents contain only publishers' promotional statements, but not any objective and professional review, they are not much useful for library users. Therefore, more active participation of librarians in creating or evaluating the enriched contents are proposed, especially for such controversial books.",2019
"Keun, Jeong Dae; Noh, Younghee",A Study on Users’ Perception of Specialized Services through Service Quality Evaluation of Public Libraries,Journal of the Korean Society for Information Management,service quality evaluation; LibQUAL+; public library; specialized service; users’ perception,"This study was intended to confirm the perception of the users for the public libraries specialized service through the difference in library service quality according to the availability of specialized services by utilizing ‘LibQUAL+’ that is a service quality assessment tool. As a results, there is difference in the minimum and perceived levels between libraries that provide assessment result specialized services for service levels and those that did not. And there was no difference in the expected level. The degree of service showed generally higher user perception in the Adequacy Gap and Superiority Gap than libraries that do not offer specialized services. Therefore, the users of public libraries recognize that libraries that offer specialized services are better served than libraries that do not.",2018
"허선; Chung, Yeon-Kyoung",A Study on Public Libraries’ User Behaviors Based upon Circulation Data in Gangseo and Yangcheon Region,Journal of the Korean Biblia Society for Library and Information Science,Public Library Use; Circulation Records; User Study; User Behavior; Usage Pattern,"Public library user studies are required for better services and circulation records can be used as specific library data to identify common user patterns of the libraries. This study examined 754,198 of circulation data set - number of users, frequencies of circulation, volume of time of circulation and etc. The results of this study indicate the possibility of using circulation data to analyze the usage patterns in public libraries and to provide major types of users, collections, time of circulation, and common library user behaviors for better public library services.",2014
"Kim, Hayana; Kim, Giyeong","A Study on Factors to the Non-Use of Public Libraries in Users, Former Users and Non-Users",Journal of the Korean Society for Information Management,public libraries; user; former user; non-user; non-use factors,"This study aims to develop measures to turn former users and non-users of public libraries back into users by understanding the differences between the user, former user and non-user groups in terms of their perceptions to public libraries, as well as the differences between these groups in their perceptions regarding the factors to non-use of public libraries. A literature review and statistical analysis of the results from a questionnaire survey were conducted to identify the differences. The results from the statistical analysis showed significant differences between the user, former user and non-user groups in terms of their perceptions to public libraries and the non-use factors. From the results, we could categorize the factors into common non-use factors, non-use-only factors, and use interrupt factors, and we develop suggestions to improve the factors in order to move non-users and former users to frequent users of the public libraries.",2014
"Rho, Jeehyun",Librarians’ Perception of Kid’s Catalog in Korean Public Libraries,Journal of Korean Library and Information Science Society,Public Library Catalogs; Kid's Catalog; Kids' Catalog; Library Catalogs for Children; Children's OPAC; Information Behavior of Children; Searching Behavior of Children; Cataloging Policy for Children,"This study intends to provide the essential data for developing kid's catalog in Korean public libraries. Focus was on the experience and perception of librarians who have provided a service for the children. To the end, this study investigated the children's information behavior and search behavior of OPAC from the viewpoint of librarians, and figured out what barriers are confronted when children are looking for reading materials. On the basis of data, discussed in details are practical considerations for kid's catalogs to improve the information access of children. The data were collected through a survey and depth interview with 29 librarians in public libraries, and referred to the existing OPAC for the discussion.",2011
"Lee, Soosang",A Study on the Behaviors of Complex System Revealed in the Sizes of Public Libraries in Korea,Journal of Korean Library and Information Science Society,Public library; Behavior of complex system; Power law; Zipf's distribution; Unevenness,"This paper conducted the empirical analysis of the behaviors revealed in the eight size distributions of the public libraries in Korea. As a result, the behaviors of complex system appeared in all eight size factors. This means that the sizes of public libraries in Korea were highly polarized. Especially, the zipf's law were found in the size factors such as gross area, number of staffs, volume of books, total budget. And the highly uneven distributions were occurred in the size factors such as membership, number of users, number of borrowers, number of borrowed books. This research outcomes show that a new policy of public libraries is needed to resolve the polarization revealed in the sizes of public libraries in Korea.",2013
"Hong, Myoung-A; Yi, Yong Jeong; Jeong, Tae-Seon",The Effects of Public Library Service Using Book-Trailer on User Behavioral Reaction,Journal of the Korean Library and Information Science Society,Book Trailer; Reading Activity; User Behavior; AIDMA; AISAS; Public Library Services,"The study explored the extent of the effect of content book trailer services among the specialized services of the library using the latest technology. The AIDMA&AISAS model was employed to measure the seven reactions of user behavior: Attention, Interest, Search, Desire, Memory, Action, and Share. A total of 287 responses were analyzed by conducting surveys with users who had experienced book trailer services at 13 public libraries located in Incheon. The study found that there were significant differences in user behavioral reactions in all of the content genre, including message, conflict, and character, and in particular, the character genre had the highest effects, followed by conflict and message genres. However, the post-hoc test indicated that there was no significant difference between the genres of conflict and character in terms of interest, search, and user satisfaction. The present study suggests theoretical implications by assessing and confirming the effects of book trailer services of the content genre on the reactions of user behavior compared with previous studies that measured the effects of the book trailer services of the form genre, and further practical implications for effective book trailer services.",2020
"Han, Seung Hee",Evaluating and Comparing the Search & Discovery Features: Focusing on the Public Libraries OPACs and the Internet Bookstores,Journal of the Korean Library and Information Science Society,Public Libraries; Library Catalogs; Library OPACs; Internet Bookstores; Information Search Behavior; Search; Discovery; Serendipity,"Discovery is an emerging concept to enhance the search capabilities of library resources with the Next Generation Library Catalog. This paper defined the Discovery feature based on the information search behavior, and then derived the elements that make up its function. After that, the 11 regional representatives libraries’ OPACs and 3 Internet bookstores are evaluated and compared against Search & Discovery capabilities. As a result, the Internet bookstores were superior to the libraries’ OPACs for all the elements that make up the Discovery functions. This study verified that the public libraries OPACs are still concentrating on known item search, and it is hard for the users to meet a serendipity which is gained through the Discovery functions.",2016
